Açaí-Guaraná,Citrus,Estação,LAT,LONG,Maçã-Verde,Movimentação,Original_269,Original_473,Pêssego,TARGET,Tangerina,Tempo,Zero,_id,_rev,row
36,19,Ana Rosa,-23.5813,-46.6383,16,67514,10,40,24,NORMAL,28,2019-1-12,65,3cb40388dec1adca39bb57752490636a,1-31f611288e8d375e08816682855a0c96,11892
28,2,Ana Rosa,-23.5813,-46.6383,31,63829,13,86,41,REABASTECER,26,2018-5-14,5,3cb40388dec1adca39bb57752499f038,1-70ba7a1be02588e45325b0ce53a2d90b,11654
27,17,Ana Rosa,-23.5813,-46.6383,5,66088,39,86,40,REABASTECER,31,2018-7-7,33,3cb40388dec1adca39bb5775249e0495,1-1a288595ea85539426cb4f4a064d8ab8,11707
6,10,Ana Rosa,-23.5813,-46.6383,21,64369,26,10,11,REABASTECER,28,2018-11-23,58,3cb40388dec1adca39bb5775249ffcc0,1-c6fa2b315107446734c4be7b59d54474,11843
13,25,Ana Rosa,-23.5813,-46.6383,29,64918,7,46,19,NORMAL,24,2019-10-4,61,3cb40388dec1adca39bb577524a3e23d,1-6e85024fcfb94d6daeff28dae1daddc3,12154
24,7,Ana Rosa,-23.5813,-46.6383,37,66635,44,56,38,NORMAL,33,2018-10-2,32,3cb40388dec1adca39bb577524a453ae,1-e11fda0b517b8c5687dccaf5804b4d17,11792
25,15,Ana Rosa,-23.5813,-46.6383,10,66955,65,19,18,NORMAL,22,2019-1-14,45,3cb40388dec1adca39bb577524ac17d4,1-fc8e4337181d65d64d5f21c4f9a825fb,11894
41,10,São Joaquim,-23.5618,-46.6389,37,33203,47,53,12,NORMAL,43,2018-3-16,53,3cb40388dec1adca39bb577524b01c3f,1-adfca92c175cb6eafa2faef037fe81f6,12316
40,24,Ana Rosa,-23.5813,-46.6383,14,66874,17,78,41,NORMAL,9,2019-6-30,3,3cb40388dec1adca39bb577524b05d17,1-8e1d1c2b3c859bdf19059d101ba33d88,12060
43,26,Ana Rosa,-23.5813,-46.6383,18,65234,20,86,43,NORMAL,14,2019-6-29,11,3cb40388dec1adca39bb577524b7bc79,1-c150d029cb50e3c19d06b8587890d803,12059
38,35,Ana Rosa,-23.5813,-46.6383,23,66358,58,74,12,NORMAL,17,2019-11-17,60,3cb40388dec1adca39bb577524b9db13,1-8b43a0314f048f9e8c3b988982d25b4b,12197
23,25,Ana Rosa,-23.5813,-46.6383,18,65893,35,20,29,NORMAL,39,2019-12-3,14,3cb40388dec1adca39bb577524bb57f3,1-3b54c049b2f6d2ba7a1e4eb3bf837766,12213
13,35,São Joaquim,-23.5618,-46.6389,33,33351,14,86,18,NORMAL,7,2018-1-18,65,3cb40388dec1adca39bb577524be8cc4,1-bf71861a322517d527aca7b777b02b1d,12258
39,11,São Joaquim,-23.5618,-46.6389,5,36128,48,86,6,NORMAL,43,2018-12-10,49,3cb40388dec1adca39bb577524c3d2bf,1-5e4d68a8211c8eedcad282e0c79fe12b,12580
31,9,São Joaquim,-23.5618,-46.6389,16,35744,40,49,38,NORMAL,27,2018-4-22,11,3cb40388dec1adca39bb577524c51849,1-1a215c19ae8c475e71a207553bb4f120,12352
23,5,São Joaquim,-23.5618,-46.6389,2,35676,41,67,43,REABASTECER,10,2018-6-20,27,3cb40388dec1adca39bb577524c9519b,1-e0781913ddeceea1046612e82a034632,12410
34,5,São Joaquim,-23.5618,-46.6389,43,32859,41,73,43,NORMAL,39,2018-12-11,45,3cb40388dec1adca39bb577524d5fa8a,1-ece08ca4ae7f15ee9479d09c6b1a302b,12581
5,38,São Joaquim,-23.5618,-46.6389,7,33698,33,11,23,REABASTECER,15,2019-10-2,65,3cb40388dec1adca39bb577524d8c8ad,1-79342f66ff1291b4204a11b9bf847595,12872
11,9,São Joaquim,-23.5618,-46.6389,12,34107,34,41,27,NORMAL,7,2019-3-3,65,3cb40388dec1adca39bb577524dc4b65,1-847c25ff4d531540904872347600b930,12663
38,19,São Judas,-23.6255,-46.6411,28,16247,11,68,38,NORMAL,43,2018-1-22,52,3cb40388dec1adca39bb577524e11268,1-4d7e7ec7b56ab9a36abc74672ea57ed6,12982
28,5,São Joaquim,-23.5618,-46.6389,42,34334,65,37,41,NORMAL,25,2019-2-8,52,3cb40388dec1adca39bb577524e2d59e,1-2a5db4f5a8000bd0b61a97027e836f2b,12638
19,5,São Joaquim,-23.5618,-46.6389,43,32850,46,86,33,REABASTECER,12,2019-2-21,23,3cb40388dec1adca39bb577524e3a34c,1-de6b14d7aa1ad790d0b37c3eb7617b72,12651
22,21,São Joaquim,-23.5618,-46.6389,11,33078,33,86,26,NORMAL,27,2019-6-25,49,3cb40388dec1adca39bb577524ecbb0d,1-2360777e967f8b9871e190057e1b09c5,12775
43,19,São Judas,-23.6255,-46.6411,8,15735,24,21,14,NORMAL,12,2018-9-7,11,3cb40388dec1adca39bb577524f0cc04,1-71c39dc170b779a7c076fb41554e4771,13207
32,12,São Judas,-23.6255,-46.6411,5,15954,45,41,36,REABASTECER,37,2018-9-23,30,3cb40388dec1adca39bb577524f1a22e,1-ae269cc54f900238819abb45b7d1bf95,13223
43,39,São Judas,-23.6255,-46.6411,26,15247,56,57,7,NORMAL,15,2018-10-10,44,3cb40388dec1adca39bb577524f2b98e,1-65358a9c5d64ea8c9323831bd1a44c05,13240
34,24,São Joaquim,-23.5618,-46.6389,39,35465,19,25,41,NORMAL,18,2019-11-16,6,3cb40388dec1adca39bb577524f63abc,1-75c542d4c3222190876ea24e7898a33c,12916
36,19,São Joaquim,-23.5618,-46.6389,34,32670,21,11,9,NORMAL,39,2019-12-15,65,3cb40388dec1adca39bb577524f8917e,1-ab7fbe479c68eec8bae578d96f25ce77,12945
15,28,São Judas,-23.6255,-46.6411,34,15820,34,48,43,NORMAL,26,2019-3-23,43,3cb40388dec1adca39bb577524fec7e0,1-38e8bf7d1dd956098f9d77ef694b094a,13403
9,37,São Judas,-23.6255,-46.6411,26,13934,59,13,6,REABASTECER,20,2018-3-10,0,3cb40388dec1adca39bb577524feef28,1-a0e68133498bec7427d2dba745261b3d,13030
38,41,Faria Lima,-23.5675,-46.6929,43,53239,62,45,23,NORMAL,17,2019-11-12,31,3cc126d73b358c65547f428b1100ad3c,1-ee86d0228aa5143df34e8be24a13c3b6,8592
4,3,Faria Lima,-23.5675,-46.6929,37,52381,19,7,25,NORMAL,24,2019-2-14,50,3cc126d73b358c65547f428b1102621c,1-cc1ec6ec9fbbf3b5b97e1e80345f11e4,8324
23,18,Faria Lima,-23.5675,-46.6929,11,53097,14,24,26,NORMAL,23,2018-4-23,65,3cc126d73b358c65547f428b1109c74d,1-f5df76a9083dad18c953ebb1f4ee0f9c,8033
30,11,Faria Lima,-23.5675,-46.6929,43,53691,32,73,34,NORMAL,3,2018-6-4,35,3cc126d73b358c65547f428b110d3eb5,1-c9501688763a786c4b7f391c11c01387,8074
16,28,Pinheiros,-23.5664,-46.703,19,77286,62,42,15,NORMAL,36,2018-4-20,30,3cc126d73b358c65547f428b110d4e5f,1-84ef2f2209a863444af35f00cf7f7039,8750
14,37,Pinheiros,-23.5664,-46.703,10,78782,35,7,41,NORMAL,9,2018-6-18,35,3cc126d73b358c65547f428b11117865,1-16fe0a8601ec6d0d95d938a38533e922,8808
10,5,Faria Lima,-23.5675,-46.6929,40,53196,19,47,31,REABASTECER,32,2018-11-27,13,3cc126d73b358c65547f428b111a40d2,1-649b249d795d48a2e74c672568237322,8247
40,37,Faria Lima,-23.5675,-46.6929,15,52403,4,44,20,REABASTECER,23,2019-1-13,17,3cc126d73b358c65547f428b111dfbcc,1-848e8c62c3015c7d2716255942bfa336,8293
33,23,Pinheiros,-23.5664,-46.703,8,77413,4,47,15,REABASTECER,7,2018-3-5,15,3cc126d73b358c65547f428b1120d0a3,1-5edc81708bf0c1d1878f4e2fcf70fefb,8705
25,5,Faria Lima,-23.5675,-46.6929,23,53324,56,86,13,REABASTECER,4,2019-3-11,7,3cc126d73b358c65547f428b11239127,1-4feb27b55df807cff4f00fc6a3ee428e,8351
3,38,Pinheiros,-23.5664,-46.703,43,77243,7,46,26,NORMAL,43,2018-7-2,3,3cc126d73b358c65547f428b1129d90e,1-f3bdba99053882833591f215dbe0b1da,8822
6,8,Pinheiros,-23.5664,-46.703,9,79833,41,24,6,NORMAL,15,2019-6-6,2,3cc126d73b358c65547f428b112c05f4,1-6e54a4c04d586c8ef330075446ca2d98,9156
20,21,Pinheiros,-23.5664,-46.703,16,77699,14,36,32,NORMAL,13,2018-9-4,65,3cc126d73b358c65547f428b112e8598,1-8b77ad40fc4a662de0a95216ecbb4666,8884
19,17,Faria Lima,-23.5675,-46.6929,37,54016,33,33,43,NORMAL,43,2019-10-25,10,3cc126d73b358c65547f428b113471b2,1-3e77569f342ebe1ebc4e8dd800d5136a,8575
26,21,Pinheiros,-23.5664,-46.703,38,77331,36,31,34,NORMAL,43,2018-12-28,65,3cc126d73b358c65547f428b1136cb44,1-b0c3ff51ace084705099ac22ae0012ff,8998
26,11,Pinheiros,-23.5664,-46.703,6,78577,54,23,40,REABASTECER,18,2019-4-7,29,3cc126d73b358c65547f428b113eff30,1-22bbb09153fb227cd7c6047efcb775b7,9097
27,18,Pinheiros,-23.5664,-46.703,14,78922,62,68,28,REABASTECER,20,2019-4-19,0,3cc126d73b358c65547f428b113fed1f,1-3d84b94761827df78cd15de3a70fb594,9109
7,16,Pinheiros,-23.5664,-46.703,3,76124,16,2,32,REABASTECER,43,2018-6-9,29,3cc126d73b358c65547f428b1145e3ec,1-dbfd7426f5eb724a46f2fe6aa6931f57,8799
33,27,Butantã,-23.5844,-46.7252,31,67536,50,66,30,NORMAL,38,2018-6-13,21,3cc126d73b358c65547f428b11478b0d,1-4fe0079734f797efcfb076ac986b6ebc,9523
34,7,Butantã,-23.5844,-46.7252,6,65349,46,35,26,NORMAL,5,2018-7-4,16,3cc126d73b358c65547f428b11490bc0,1-bcd31f7a29c593b5ff08c454f19f8118,9544
3,30,Butantã,-23.5844,-46.7252,20,64910,60,55,25,NORMAL,41,2018-8-19,48,3cc126d73b358c65547f428b1165cab9,1-3d99c919f333e176cfc9a89e43b17438,9589
30,43,Butantã,-23.5844,-46.7252,43,67915,15,66,20,NORMAL,11,2018-1-28,65,3cc126d73b358c65547f428b1176106a,1-0097250a1751dc0718d4de0be283bec4,9388
26,39,Butantã,-23.5844,-46.7252,21,65173,36,44,17,NORMAL,31,2018-2-20,54,3cc126d73b358c65547f428b11783749,1-8bd176a83c98258f78d863b715f00751,9410
28,13,Butantã,-23.5844,-46.7252,24,65725,4,37,36,REABASTECER,11,2018-3-7,65,3cc126d73b358c65547f428b1179a416,1-dce0b8e08c1b878a1984c9801fbf1a26,9427
8,15,Fradique Coutinho,-23.5661,-46.6841,19,35956,65,86,28,NORMAL,12,2018-3-12,20,3cc126d73b358c65547f428b1179b3be,1-86f5b3487c7971472cebcebbacb618f9,10152
20,43,Fradique Coutinho,-23.5661,-46.6841,23,36833,6,45,31,REABASTECER,37,2018-7-2,48,3cc126d73b358c65547f428b1181f3ac,1-e26129397b07f4ba0d4d838a9bffc344,10262
17,17,Butantã,-23.5844,-46.7252,37,65327,15,86,43,NORMAL,9,2018-8-26,6,3cc126d73b358c65547f428b1187e46a,1-4c3872ae665be4b34ca6189723a24f4c,9596
5,23,Butantã,-23.5844,-46.7252,38,64118,45,12,18,REABASTECER,15,2018-10-8,55,3cc126d73b358c65547f428b118b08d6,1-35b713b96b235676349ed3bab97ba6bc,9638
30,30,Fradique Coutinho,-23.5661,-46.6841,11,35670,12,8,30,REABASTECER,10,2018-12-7,22,3cc126d73b358c65547f428b118e674d,1-f0e71b874e113c414c90ed373cccec29,10417
43,22,Fradique Coutinho,-23.5661,-46.6841,39,34519,58,86,21,NORMAL,43,2018-2-24,21,3cc126d73b358c65547f428b11908357,1-62d074b63c45acae153e8af1a884dc2a,10134
14,43,Fradique Coutinho,-23.5661,-46.6841,20,33938,61,86,14,NORMAL,9,2018-4-25,58,3cc126d73b358c65547f428b1195310e,1-ae585216104c1bc6d56fc541a37e1c57,10195
14,39,Fradique Coutinho,-23.5661,-46.6841,19,35716,38,38,8,NORMAL,14,2019-10-26,37,3cc126d73b358c65547f428b11a5f600,1-8954a5aa7ca7cb66edd0cfaca4727eac,10736
39,20,Fradique Coutinho,-23.5661,-46.6841,43,33297,59,74,43,NORMAL,43,2019-3-20,22,3cc126d73b358c65547f428b11adbb2d,1-f28c79071c0f5176480c92575863d138,10520
38,14,Fradique Coutinho,-23.5661,-46.6841,36,35289,54,47,13,NORMAL,9,2018-2-2,44,3cc126d73b358c65547f428b11af1573,1-38e1af53532aac20edb21c786f2ed0a4,10112
22,39,Fradique Coutinho,-23.5661,-46.6841,9,36035,12,63,37,NORMAL,39,2018-6-21,57,3cc126d73b358c65547f428b11bbc2e2,1-c468120dff827c6e33f8534b3ec80826,10251
33,25,Fradique Coutinho,-23.5661,-46.6841,41,36595,34,65,43,REABASTECER,11,2018-7-9,4,3cc126d73b358c65547f428b11bd0256,1-b0cc77432c39ed545b66b396ba810d31,10269
16,7,Fradique Coutinho,-23.5661,-46.6841,29,36659,57,41,22,NORMAL,18,2019-11-5,29,3cc126d73b358c65547f428b11c07e99,1-2bc4459873f4bbe93f059d49755ca7db,10745
25,19,Luz,-23.5365,-46.6332,13,126536,23,69,9,REABASTECER,43,2018-12-12,3,3cc126d73b358c65547f428b11c62fdc,1-11ba870f50a9a683a9fe249506a67440,11142
43,17,Luz,-23.5365,-46.6332,35,127878,6,37,11,REABASTECER,21,2018-4-27,50,3cc126d73b358c65547f428b11cd3f13,1-04954119a2b25b47061ec102b33a5d9f,10917
23,43,Luz,-23.5365,-46.6332,9,126986,54,76,6,NORMAL,38,2019-6-10,43,3cc126d73b358c65547f428b11d4480d,1-c98365987435adbe26d180c43f37a7e7,11320
37,27,Fradique Coutinho,-23.5661,-46.6841,14,34388,23,64,35,NORMAL,40,2019-11-11,53,3cc126d73b358c65547f428b11e3f887,1-4573c4aea2c8bf51ee7ea4361c7a73e4,10751
39,37,Fradique Coutinho,-23.5661,-46.6841,15,36199,14,73,30,NORMAL,39,2019-12-25,32,3cc126d73b358c65547f428b11e7707d,1-2f2a93edab111cf986d110c7077b885e,10795
12,21,Luz,-23.5365,-46.6332,20,126466,21,21,14,NORMAL,12,2018-5-16,44,3cc126d73b358c65547f428b11f2d55a,1-89e92379485426d6315e3c693eddf42a,10936
38,30,Luz,-23.5365,-46.6332,23,127183,65,65,19,REABASTECER,6,2018-6-26,37,3cc126d73b358c65547f428b11f658c0,1-58c5dd626621bcdd8fa17f2e7e8e725f,10976
20,9,Ana Rosa,-23.5813,-46.6383,28,65082,48,79,43,NORMAL,43,2018-9-20,58,3cc126d73b358c65547f428b11f86309,1-91b39dfe5f180936857c3e11d5c5ac6f,11780
25,35,Ana Rosa,-23.5813,-46.6383,37,66931,45,57,29,NORMAL,25,2018-1-4,37,3cc126d73b358c65547f428b11fdbd0f,1-13ea9fbbb71bfad69f32870d8529a914,11524
20,25,Luz,-23.5365,-46.6332,5,124309,48,15,17,REABASTECER,28,2018-9-29,42,3cc126d73b358c65547f428b11fde5b9,1-c7bf3dcee726f9e6e30d58594466ee7a,11069
17,11,Luz,-23.5365,-46.6332,13,127595,58,55,12,NORMAL,26,2018-10-21,42,3cc126d73b358c65547f428b11ff9857,1-66414a1b5c17e5fedf0849323136988c,11091
43,33,Luz,-23.5365,-46.6332,43,124626,38,17,38,NORMAL,11,2018-10-25,14,3cc126d73b358c65547f428b11ffed4d,1-3645fff75788b50d98f42295df3bcec4,11095
28,28,São Judas,-23.6255,-46.6411,26,16850,11,32,31,NORMAL,38,2019-12-9,5,3d7af3db0dcd3137cf45832e0e0d6d53,1-d8b78668dea109c98e8084f5944c8037,13659
26,39,Vila Mariana,-23.5895,-46.6346,20,21404,65,49,34,NORMAL,19,2018-8-3,51,3d7af3db0dcd3137cf45832e0e10d6f0,1-cda7ffe291e4750a4ffa19712cb5ced0,13893
7,37,Vila Mariana,-23.5895,-46.6346,30,22171,9,22,32,REABASTECER,5,2018-2-4,35,3d7af3db0dcd3137cf45832e0e11e30c,1-4793325fe477b035b182befcb74e605b,13714
37,6,São Judas,-23.6255,-46.6411,41,14321,8,67,32,REABASTECER,43,2019-11-17,18,3d7af3db0dcd3137cf45832e0e11f93b,1-7093dc690c72c53e9ca5fc03a23ccd1a,13637
27,29,Vila Mariana,-23.5895,-46.6346,30,22896,65,56,39,NORMAL,29,2018-9-6,17,3d7af3db0dcd3137cf45832e0e13909a,1-96c3b48242409b2921b6cb6f95ac99c6,13926
31,43,Vila Mariana,-23.5895,-46.6346,8,24863,39,25,18,NORMAL,32,2018-1-16,18,3d7af3db0dcd3137cf45832e0e174fff,1-719758d89e714b0d15c39419c5d8e0c4,13696
43,3,Vila Mariana,-23.5895,-46.6346,30,23004,57,71,30,NORMAL,3,2019-1-8,39,3d7af3db0dcd3137cf45832e0e1e0619,1-638986ce1eeafb90ba2453151ac309d3,14048
26,18,Vila Mariana,-23.5895,-46.6346,3,21626,51,86,24,NORMAL,24,2018-7-2,65,3d7af3db0dcd3137cf45832e0e1ed910,1-877a67c7665716c5b7589dc501442c61,13862
21,7,Vila Mariana,-23.5895,-46.6346,31,22608,65,20,35,NORMAL,22,2018-8-14,30,3d7af3db0dcd3137cf45832e0e2257a9,1-168ddf293ca2107c92b7e6dd6d4bc3ce,13904
4,21,Vila Mariana,-23.5895,-46.6346,39,22059,56,66,9,NORMAL,7,2019-6-18,36,3d7af3db0dcd3137cf45832e0e2c4ea6,1-655688883c4dcd65636c0076c5c16283,14208
36,43,Vila Mariana,-23.5895,-46.6346,24,25032,38,47,23,NORMAL,37,2019-1-10,22,3d7af3db0dcd3137cf45832e0e3675cb,1-600e0bc60f199a7c9f9b2db222d8d47e,14050
34,41,Vila Mariana,-23.5895,-46.6346,31,24395,23,19,18,NORMAL,43,2019-1-22,17,3d7af3db0dcd3137cf45832e0e37872b,1-746317bea56731e0b9b54495bdf0f59a,14062
5,10,Vila Mariana,-23.5895,-46.6346,10,22066,46,44,30,REABASTECER,12,2019-1-29,31,3d7af3db0dcd3137cf45832e0e380e2a,1-b50aa81744aabd2e6f40f6bca327f25c,14069
25,36,Vila Mariana,-23.5895,-46.6346,35,24536,21,54,23,NORMAL,32,2019-5-22,18,3d7af3db0dcd3137cf45832e0e3b19fc,1-8ebde1909f4b1ab026fc01c40bce6ef8,14182
1,41,Vila Mariana,-23.5895,-46.6346,43,22861,30,48,10,REABASTECER,43,2019-12-15,23,3d7af3db0dcd3137cf45832e0e3b8cc1,1-4fc1b095ed070140f0a6e218a5e419ea,14385
4,25,Vila Mariana,-23.5895,-46.6346,43,24372,26,4,7,REABASTECER,5,2019-7-22,55,3d7af3db0dcd3137cf45832e0e4039d3,1-c0afea180c233a765e3ab611103e5641,14242
43,25,Vila Mariana,-23.5895,-46.6346,24,23088,41,3,25,REABASTECER,43,2019-9-14,36,3d7af3db0dcd3137cf45832e0e447902,1-8935369759f026713ad892ff0bcdb132,14294
7,31,Vila Mariana,-23.5895,-46.6346,6,23232,36,14,11,REABASTECER,7,2019-7-21,65,3d7af3db0dcd3137cf45832e0e46ab50,1-26ddb54ceef601921a7fd992d8c96541,14241
7,31,Brooklin,-23.6263,-46.6878,43,26164,62,86,18,NORMAL,17,2018-8-24,30,3d7af3db0dcd3137cf45832e0e5051c7,1-7f964676d283b4960679f8a63649100e,14634
33,20,Brooklin,-23.6263,-46.6878,25,26109,28,52,3,REABASTECER,10,2018-10-11,37,3d7af3db0dcd3137cf45832e0e54eaf9,1-a3a817e47ef514dad1d26333d637e76c,14681
24,39,Brooklin,-23.6263,-46.6878,10,26879,26,32,36,NORMAL,43,2018-7-7,50,3d7af3db0dcd3137cf45832e0e5e6b0c,1-3ebddd4d5b25fc48131de935a5efd31e,14587
5,33,Brooklin,-23.6263,-46.6878,6,27662,65,35,14,NORMAL,6,2018-5-30,36,3d7af3db0dcd3137cf45832e0e62782e,1-d4a727e43c312df78b07b53698dfab23,14550
43,6,Brooklin,-23.6263,-46.6878,17,29403,48,73,7,REABASTECER,13,2018-7-3,13,3d7af3db0dcd3137cf45832e0e657413,1-72b95f9f110ed66eabd94494fa93bfb9,14583
7,16,Brooklin,-23.6263,-46.6878,43,27491,65,73,15,NORMAL,35,2018-12-30,65,3d7af3db0dcd3137cf45832e0e6e9d64,1-b28f825c3426dd6761483fb719f32ed9,14760
30,37,Brooklin,-23.6263,-46.6878,34,29580,6,27,34,NORMAL,5,2018-11-3,65,3d7af3db0dcd3137cf45832e0e705d7e,1-03c5cdab4226de2f7ab3d7575c5d151a,14703
6,31,Brooklin,-23.6263,-46.6878,39,29542,44,44,43,REABASTECER,26,2018-11-19,10,3d7af3db0dcd3137cf45832e0e71a972,1-64e1f8455dc84054b99dc02469f0af7a,14719
21,3,Brooklin,-23.6263,-46.6878,15,27716,58,60,9,REABASTECER,43,2018-11-27,23,3d7af3db0dcd3137cf45832e0e727e66,1-849e2c7387a13ae32f49ecf0c1e668a6,14727
18,15,Brooklin,-23.6263,-46.6878,7,28444,36,23,26,NORMAL,43,2019-2-9,48,3d7af3db0dcd3137cf45832e0e7927e7,1-65af2e4f48b10184e5cb5bb2398423f2,14799
15,38,Brooklin,-23.6263,-46.6878,40,26637,41,12,34,REABASTECER,26,2019-12-27,25,3d7af3db0dcd3137cf45832e0e7c8bcb,1-47cf3b5119c844b8aca08f93b3af3fdd,15117
13,23,Brooklin,-23.6263,-46.6878,34,27191,52,48,43,NORMAL,23,2019-8-11,37,3d7af3db0dcd3137cf45832e0e825e2b,1-7c87b12a8b8562a327075f4e19fdcd41,14981
39,10,Brooklin,-23.6263,-46.6878,38,28695,28,73,24,NORMAL,12,2019-8-25,10,3d7af3db0dcd3137cf45832e0e8378bc,1-abf58764c2cad07d021130f91fd9ffa4,14995
32,43,Brooklin,-23.6263,-46.6878,39,26454,62,18,16,NORMAL,43,2019-7-26,65,3d7af3db0dcd3137cf45832e0e87d4d5,1-788da29b4daa43c08f643967cee9a78a,14966
34,15,Brooklin,-23.6263,-46.6878,5,26362,8,48,22,REABASTECER,43,2019-9-7,2,3d7af3db0dcd3137cf45832e0e8b9c7c,1-fb2a6d1814da921e956516360d9f1cd9,15007
11,37,Campo Belo,-23.6188,-46.6823,13,24994,45,86,2,REABASTECER,7,2018-8-19,58,3d7af3db0dcd3137cf45832e0e912486,1-ce3e762aa22e1b5be36e1315145af059,15349
24,27,Brooklin,-23.6263,-46.6878,30,26222,40,58,32,NORMAL,26,2019-12-5,49,3d7af3db0dcd3137cf45832e0e9377d6,1-1e59d4ff5f08a3561a23d1542a996ddf,15095
43,12,Brooklin,-23.6263,-46.6878,14,28526,15,75,15,NORMAL,9,2019-12-21,65,3d7af3db0dcd3137cf45832e0e949a83,1-5fff18c1f4de96d34ee26b2a24d140d2,15111
26,40,Campo Belo,-23.6188,-46.6823,31,23496,26,4,43,REABASTECER,39,2018-6-26,27,3d7af3db0dcd3137cf45832e0e9cd8d6,1-0cf9fbfcc153501255d664e9886d989a,15296
13,27,Campo Belo,-23.6188,-46.6823,41,26674,65,86,12,NORMAL,30,2019-4-4,51,3d7af3db0dcd3137cf45832e0ea2fa1a,1-95e362e8fd4ca4832e40537ddcf41b7b,15574
21,9,Campo Belo,-23.6188,-46.6823,23,25544,65,86,12,NORMAL,14,2018-8-28,56,3d7af3db0dcd3137cf45832e0ea8bfc2,1-2fa4ac05b64fc45a304c0678fbd7ae90,15358
32,43,Campo Belo,-23.6188,-46.6823,10,23880,18,27,22,NORMAL,13,2018-12-22,39,3d7af3db0dcd3137cf45832e0eab325b,1-c6ebe11ec94ae84cf99d4a7ac4ac64b0,15472
5,29,Campo Belo,-23.6188,-46.6823,13,24317,42,86,41,REABASTECER,22,2019-2-2,17,3d7af3db0dcd3137cf45832e0eb6035f,1-457afe2eea6c3f19f34e9456dc3451b7,15512
16,26,Campo Belo,-23.6188,-46.6823,41,26279,65,86,17,NORMAL,32,2019-5-18,13,3d7af3db0dcd3137cf45832e0eb8e2c2,1-5527e1d8daaa563b49e7ac4722137fac,15618
29,3,Campo Belo,-23.6188,-46.6823,7,23939,35,50,41,REABASTECER,9,2019-7-7,56,3d7af3db0dcd3137cf45832e0ebd0c19,1-fff272241c4b03e335db2c5b82751a36,15667
21,41,Campo Belo,-23.6188,-46.6823,39,24887,12,20,32,NORMAL,41,2019-7-10,34,3d7af3db0dcd3137cf45832e0ebd321e,1-19fcee79e57e79049f9523565d4beaee,15670
7,37,Campo Belo,-23.6188,-46.6823,16,25897,53,5,12,NORMAL,29,2019-6-23,29,3d7af3db0dcd3137cf45832e0ec2535a,1-f2e34dbaa1b261e35355207893b87f88,15653
33,43,Campo Belo,-23.6188,-46.6823,25,25939,36,43,43,NORMAL,19,2019-11-6,30,3d7af3db0dcd3137cf45832e0ec6f834,1-be2f8e1603e67b94e66c57c9a7b1ee2b,15786
34,37,Campo Belo,-23.6188,-46.6823,32,23439,23,34,9,NORMAL,19,2019-9-11,19,3d7af3db0dcd3137cf45832e0ec94e83,1-9ad619fcab0de9e5cecc630ea3ccf22c,15731
27,14,Campo Belo,-23.6188,-46.6823,8,25010,23,46,4,REABASTECER,9,2019-12-20,53,3d7af3db0dcd3137cf45832e0ecb1660,1-5e3f6f69a7726d9286d47481622b0a3e,15830
16,24,Eucaliptos,-23.61,-46.6686,18,21842,36,17,18,NORMAL,25,2018-1-17,25,3d7af3db0dcd3137cf45832e0ecd80d2,1-49f1e14fea5a26bf8b86c8220d5f5f44,15857
11,43,Eucaliptos,-23.61,-46.6686,24,25444,42,18,12,NORMAL,15,2018-4-25,30,3d7af3db0dcd3137cf45832e0edcfb00,1-11fd6de605e07107c84d23b8b328902d,15955
1,43,Eucaliptos,-23.61,-46.6686,16,22150,5,37,35,REABASTECER,18,2018-9-18,65,3d7af3db0dcd3137cf45832e0ee1c736,1-a4ef78dbfc0154f786d836997db7bfd4,16098
9,33,Eucaliptos,-23.61,-46.6686,10,21703,39,61,43,NORMAL,26,2019-6-8,53,3d7af3db0dcd3137cf45832e0ee6d5e9,1-315488f024662ca5cac3dbd908f21a7b,16358
34,42,Eucaliptos,-23.61,-46.6686,31,24249,65,39,37,NORMAL,41,2018-11-29,55,3d7af3db0dcd3137cf45832e0ee831b9,1-96e036c66f8ddfb8b0ca0cb3c761d0a7,16169
1,43,Eucaliptos,-23.61,-46.6686,16,22150,5,37,35,REABASTECER,18,2018-9-18,65,3d7af3db0dcd3137cf45832e0ee94608,1-a4ef78dbfc0154f786d836997db7bfd4,16098
35,11,Eucaliptos,-23.61,-46.6686,32,24893,65,75,32,NORMAL,21,2019-7-13,8,3d7af3db0dcd3137cf45832e0ee98e1d,1-ab481d7f2a8992da3cd538100c43c817,16393
27,43,Eucaliptos,-23.61,-46.6686,40,21585,34,49,37,NORMAL,23,2019-10-25,44,3d7af3db0dcd3137cf45832e0ef32aa8,1-418c49be5c2629e32c8a90a9b431f7f0,16495
7,19,Eucaliptos,-23.61,-46.6686,12,23320,4,55,26,REABASTECER,18,2019-2-22,11,3d7af3db0dcd3137cf45832e0ef71f35,1-167c2f8f6de8d365c741e271fbbe2de9,16252
40,4,São Judas,-23.6255,-46.6411,26,14739,3,39,20,REABASTECER,38,2018-8-17,17,3e7e7561ccf79d6f08f71b61680309c6,1-243014add7de1118f9251574bd13236c,13187
40,28,São Judas,-23.6255,-46.6411,6,15606,61,73,43,REABASTECER,4,2018-11-14,1,3e7e7561ccf79d6f08f71b61680984ea,1-ce81cd87767900e0be1ecbf643614f16,13274
